ID,address,city,ABBRV,state,lon,lat,name,postalCode(3)
6477,7811 Flatlands Ave,Brooklyn,NY,New York,-73.914727,40.634636,Wendy's,11236
6498,2028 Rockaway Pkwy,Brooklyn,NY,New York,-73.889406,40.633444,McDonald's,11236
6529,8301 Flatlands Ave,Brooklyn,NY,New York,-73.91112,40.63701,Baskin-Robbins,11236
6466,428 Knickerbocker Ave,Brooklyn,NY,New York,-73.919532,40.69948,McDonald's,11237
6381,21340 29th Ave,Bayside,NY,New York,-73.77459,40.77522,Little Caesars Pizza,11360
6486,21317 Northern Blvd,Bayside,NY,New York,-73.770141,40.76018,White Castle,11361
6384,215-22 73rd Ave,Oakland Gardens,NY,New York,-73.75876,40.74068,Dunkin' Donuts,11364
6426,6111 188th St,Fresh Meadows,NY,New York,-73.7881,40.73892,Little Caesars Pizza,11365
6390,7112 Kissena Blvd,Flushing,NY,New York,-73.81518,40.729386,Pizza Hut,11367
6470,90-15 Queens Blvd,Elmhurst,NY,New York,-73.87094,40.73462,Taco Bell,11373
6533,4010 82nd St,Elmhurst,NY,New York,-73.88375624,40.74726452,Popeyes,11373
6388,9558 Queens Blvd,Rego Park,NY,New York,-73.863017,40.730146,Subway,11374
6403,6626 Metropolitan Ave,Middle Village,NY,New York,-73.889314,40.712256,Burger King,11379
6456,12074 Queens Blvd,Kew Gardens,NY,New York,-73.829672,40.713657,Dunkin' Donuts,11415
6464,86 13 Lefferts Blvd,Richmond Hill,NY,New York,-73.8241192,40.686097,Popeye's,11418
6380,13320 Rockaway Blvd,South Ozone Park,NY,New York,-73.80472,40.67464,Dunkin' Donuts,11420
6401,21710 Hillside Ave,Queens Village,NY,New York,-73.74687,40.72813,Burger King,11427
6389,10898 Merrick Blvd,Jamaica,NY,New York,-73.789849,40.700454,Domino's Pizza,11433
6393,16525 Liberty Ave,Jamaica,NY,New York,-73.791561,40.70229,Papa John's Pizza,11433
6284,191 7th St,Garden City,NY,New York,-73.634393,40.725253,B. Good,11530
6509,150 Fulton Ave,Hempstead,NY,New York,-73.632057,40.706576,Burger King,11550
6450,2080 Hempstead Tpke,East Meadow,NY,New York,-73.56053,40.72447,Arby's,11554
6350,3190 Long Beach Rd,Oceanside,NY,New York,-73.640591,40.634483,Burger King,11572
6333,181 W Merrick Rd,Valley Stream,NY,New York,-73.704689,40.666708,Burger King,11580
6400,11320 Beach Channel Dr,Rockaway Park,NY,New York,-73.835605,40.582641,Wendy's,11694
6443,35 Merrick Rd,Amityville,NY,New York,-73.4221,40.6712,Five Guys,11701
6446,121 W Suffolk Ave,Central Islip,NY,New York,-73.215634,40.787876,Burger King,11722
6496,1255 Sunrise Hwy,Copiague,NY,New York,-73.396014,40.692888,Wendy's,11726
6378,837 New York Ave,Huntington,NY,New York,-73.417062,40.858849,Burger King,11743
6461,3497 Hempstead Tpke,Levittown,NY,New York,-73.505936,40.72562,Five Guys,11756
6479,460 E Sunrise Hwy,Patchogue,NY,New York,-73.03191771,40.77631146,Wendy's,11772
6355,5122 Nesconset Hwy,Port Jefferson Station,NY,New York,-73.0521,40.9203,Five Guys,11776
6371,594 Middle Country Rd,Saint James,NY,New York,-73.1611,40.8596,KFC,11780
6432,202 Middle Country Rd,Selden,NY,New York,-73.0528,40.863,Five Guys,11784
6494,773 Smithtown Byp,Smithtown,NY,New York,-73.1593084,40.851193,Taco Bell,11787
6356,6333 New York 25A,Wading River,NY,New York,-72.8425,40.9435,McDonald's,11792
6500,1585 Straight Path,Wyandanch,NY,New York,-73.361218,40.752719,Mcdonald's,11798
6543,358 Broadway Mall,Hicksville,NY,New York,-73.52893,40.76053,Mcdonald's,11801
6332,800 Montauk Hwy 22,Shirley,NY,New York,-72.8748,40.8004,KFC,11967
6288,776 E Main St,Cobleskill,NY,New York,-74.47452,42.67962,Taco Bell,12043
6353,702 E Main St,Cobleskill,NY,New York,-74.47783,42.67885,McDonald's,12043
6499,579 Troy Schenectady Rd,Latham,NY,New York,-73.75941243,42.75501001,McDonald's,12110
6521,1 Park Plz,Mechanicville,NY,New York,-73.68764,42.90396,McDonald's,12118
6511,Plaza Blok M Ug,Niverville,NY,New York,106.7971007,-6.24427307,Burger King,12130
6335,747 Hoosick Rd,Troy,NY,New York,-73.642168,42.745755,Burger King,12180
6309,851 2nd Ave,Troy,NY,New York,-73.672686,42.78527,Burger King,12182
6297,1 Crossgates Mall Rd,Albany,NY,New York,-73.849772,42.687711,Arby's,12203
6334,1991 Western Ave,Albany,NY,New York,-73.8824,42.6964,Burger King,12203
6354,1480 Western Ave,Albany,NY,New York,-73.839,42.681,Burger King,12203
6448,161 Washington Avenue Ext,Albany,NY,New York,-73.8487,42.6957,McDonald's,12205
6368,555 Albany Ave,Kingston,NY,New York,-73.99704,41.94418,McDonald's,12401
6484,1202 Ulster Ave,Kingston,NY,New York,-73.989,41.9658,Five Guys,12401
6330,7621 New York 32,Cairo,NY,New York,-73.9898,42.2967,McDonald's,12413
6441,Mile Post 103 N NY State Thruway,Malden On Hudson,NY,New York,-73.935135,42.09509,McDonalds,12453
6454,730 Route 9,Fishkill,NY,New York,-73.900099,41.537406,Burger King,12524
6460,4272 Albany Post Rd,Hyde Park,NY,New York,-73.93208138,41.78276293,McDonald's,12538
6487,130 Route 44,Millerton,NY,New York,-73.5056,41.9529,McDonald's,12546
6507,334 Windsor Hwy,New Windsor,NY,New York,-74.052849,41.462995,KFC,12553
6538,420 Windsor Hwy,New Windsor,NY,New York,-74.05722725,41.45509121,Domino's Pizza,12553
6347,4360 New York 42,Monticello,NY,New York,-74.6745,41.6664,McDonald's,12701
6379,19 Sullivan Avenue,Liberty,NY,New York,-74.7292,41.7846,Taco Bell,12754
6497,728 Upper Glen St,Glens Falls,NY,New York,-73.67495034,43.33037664,KFC,12801
6462,1249 Route 29,Greenwich,NY,New York,-73.51044953,43.09794726,McDonald's,12834
6357,3003 Ny-50,Saratoga Springs,NY,New York,-73.74834,43.0983,Mcdonalds,12866
6299,305 Cornelia St,Plattsburgh,NY,New York,-73.47664,44.6975,Burger King,12901
6300,367 Cornelia St,Plattsburgh,NY,New York,-73.48445,44.69686,Taco Bell,12901
6373,60 Smithfield Blvd,Plattsburgh,NY,New York,-73.49119,44.70238,Taco Bell,12901
6374,333 Cornelia St,Plattsburgh,NY,New York,-73.4803,44.6969,KFC,12901
6375,424 Margaret St,Plattsburgh,NY,New York,-73.44569,44.71448,McDonald's,12901
6376,397 State Route 3,Plattsburgh,NY,New York,-73.487,44.6964,Wendy's,12901
6377,349 Cornelia St,Plattsburgh,NY,New York,-73.48157,44.69667,McDonald's,12901
6287,3 Spaulding Ave,Malone,NY,New York,-74.28485,44.84987,Domino's Pizza,12953
6438,569 Lake Flower Ave,Saranac Lake,NY,New York,-74.1158,44.31298,McDonald's,12983
6282,225 Grant Ave,Auburn,NY,New York,-76.54722,42.94987,Burger King,13021
6359,276 Grant Ave,Auburn,NY,New York,-76.5443,42.9532,KFC,13021
6318,2234 Downer Street Rd,Baldwinsville,NY,New York,-76.352508,43.151452,McDonald's,13027
6372,5288 W Genesee St,Camillus,NY,New York,-76.2704,43.0417,McDonald's,13031
6445,13 North Peterboro Street,Canastota,NY,New York,-75.7515,43.0883,McDonald's,13032
6331,7984 Brewerton Rd,Cicero,NY,New York,76.121605,43.156757,Dairy Queen,13039
6436,877 State Route 13,Cortland,NY,New York,-76.21783,42.57436,McDonald's,13045
6312,222 S Second St,Fulton,NY,New York,-76.4136,43.3192,Arby's,13069
6444,3869 Route 31,Liverpool,NY,New York,-76.2463,43.1859,McDonald's,13090
6342,230 W Bridge St,Oswego,NY,New York,-76.52607,43.453915,McDonald's,13126
6348,295 State Route 104,Oswego,NY,New York,-76.48117,43.46201,KFC,13126
6286,2013 US Route 20,Seneca Falls,NY,New York,-76.8312,42.9037,Burger King,13148
6311,623 Butternut St,Syracuse,NY,New York,-76.146671,43.059983,Burger King,13208
6471,1514 Erie Blvd E,Syracuse,NY,New York,-76.126037,43.050029,Burger King,13210
6313,104 Elwood Davis Rd,Syracuse,NY,New York,-76.174138,43.095437,Burger King,13212
6315,3603 Brewerton Rd,Syracuse,NY,New York,-76.146028,43.11393,Burger King,13212
6314,4734 Onondaga Blvd,Syracuse,NY,New York,-76.192559,43.032717,Burger King,13219
6369,Route 12b,Hamilton,NY,New York,-75.54962,42.83436,McDonald's,13346
6530,Rd 3 Tisi Rd,Little Falls,NY,New York,-74.860598,43.047371,Burger King,13365
6316,127 Genesee St,Oneida,NY,New York,-75.6428,43.0785,KFC,13421
6317,274 Genesee St,Oneida,NY,New York,-75.650915,43.07858,McDonald's,13421
6343,131 Genesee St,Oneida,NY,New York,-75.6432,43.0785,Wendy's,13421
6345,212 Genesee St,Oneida,NY,New York,-75.6454,43.07921,Burger King,13421
6447,1038 Glenwood Ave,Oneida,NY,New York,-75.64205,43.07818,Taco Bell,13421
6322,106 S Madison St,Rome,NY,New York,-75.464252,43.213444,Burger King,13440
6323,413 Black River Rd,Rome,NY,New York,-75.451698,43.213725,Arby's,13440
6324,235 Erie Blvd W,Rome,NY,New York,-75.4622,43.2117,KFC,13440
6325,1700 Black River Blvd N,Rome,NY,New York,-75.439469,43.230383,Burger King,13440
6340,401 Erie Blvd W,Rome,NY,New York,-75.4652,43.2129,Wendy's,13440
6451,1164 Erie Blvd W,Rome,NY,New York,-75.48575,43.22477,Taco Bell,13440
6531,Nys Thruway M P 244 E,Westmoreland,NY,New York,-76.9087,42.9586,Burger King,13490
6326,26 Oriskany Blvd,Whitesboro,NY,New York,-75.289471,43.116532,Burger King,13492
6327,1801 Genesee Street,Utica,NY,New York,-75.258644,43.087441,Arby's,13501
6358,710 Riverside Mall,Utica,NY,New York,-75.2256,43.1231,McDonald's,13502
6526,1700 Genesee St,Utica,NY,New York,-75.25709,43.08931,McDonalds,13502
6528,136 N Genesee St,Utica,NY,New York,-75.219611,43.108865,Taco Bell,13502
6367,21182 Salmon Run Mall Loop W Ste 204,Watertown,NY,New York,-75.9516,43.9765,Taco Bell,13601
6534,21182 Salmon Run Mall Loop W,Watertown,NY,New York,-75.951607,43.97649,Taco Bell,13601
6298,45 Gouverneur St,Canton,NY,New York,-75.1749,44.5908,Dairy Queen,13617
6310,25737 US Route 11,Evans Mills,NY,New York,-75.840953,44.04072,Taco Bell,13637
6280,324 Main St,Massena,NY,New York,-74.89021,44.9213,McDonald's,13662
6281,6098 State Highway 37,Massena,NY,New York,-74.84553,44.95008,McDonald's,13662
6361,1602 State Highway 37,Massena,NY,New York,-74.844373,44.950269,Taco Bell,13662
6289,1134 Paterson St,Ogdensburg,NY,New York,-75.4774,44.690205,McDonald's,13669
6360,171 Market St,Potsdam,NY,New York,-74.98749,44.68327,McDonald's,13676
6362,176 Market St,Potsdam,NY,New York,-74.98685,44.68316,Burger King,13676
6346,"3 Main St, #1",Delhi,NY,New York,-74.92205,42.26841,McDonald's,13753
6285,603 E Main St,Endicott,NY,New York,-76.05453,42.09591,McDonald's,13760
6338,217 Washington Ave,Endicott,NY,New York,-76.04791,42.099313,Wendy's,13760
6434,220 Reynolds Rd,Johnson City,NY,New York,-75.971326,42.126495,Taco Bell,13790
6349,165 S Broad St,Norwich,NY,New York,-75.52266,42.52043,McDonald's,13815
6341,4958 State Route 23,Oneonta,NY,New York,-75.05,42.4472,McDonald's,13820
6364,379 Chestnut St,Oneonta,NY,New York,-75.0909,42.45366,McDonald's,13820
6365,732 State Highway 28,Oneonta,NY,New York,-75.054106,42.446298,Taco Bell,13820
6366,5044 State Highway 23,Oneonta,NY,New York,-75.04251,42.44835,Burger King,13820
6449,6281 State Highway 23,Oneonta,NY,New York,-75.01216,42.44826,Wendy's,13820
6482,5044 State Highway Route 23,Oneonta,NY,New York,-74.88309521,42.46142695,Burger King,13820
6303,29 Hickories Park Rd,Owego,NY,New York,-76.2312,42.09577,McDonald's,13827
6308,803 State Route 17C,Owego,NY,New York,-76.2336,42.0984,KFC,13827
6339,170 5Th Ave,Owego,NY,New York,-76.2528,42.113808,Wendy's,13827
6305,3737 Vestal Pkwy E,Vestal,NY,New York,-75.980841,42.096496,Wendy's,13850
6307,2507 Vestal Pkwy E,Vestal,NY,New York,-76.00866,42.09498,Taco Bell,13850
6304,429 Court St,Binghamton,NY,New York,-75.880707,42.104403,Taco Bell,13904
6370,488 490th Court St,Binghamton,NY,New York,-75.8771,42.1042,McDonald's,13904
6435,488 Court St,Binghamton,NY,New York,-75.87678,42.10418,McDonald's,13904
6306,290 Main St,Binghamton,NY,New York,-75.94023,42.10918,Burger King,13905
6301,5391 Transit Rd,Depew,NY,New York,-78.696682,42.90221,Burger King,14043
6337,619 Dick Rd,Depew,NY,New York,-78.737331,42.918941,Burger King,14043
6480,5569 Camp Rd,Hamburg,NY,New York,-78.839804,42.735243,Arby's,14075
6527,5597 Camp Rd,Hamburg,NY,New York,-78.838455,42.734579,Burger King,14075
6336,5720 S Transit Rd,Lockport,NY,New York,-78.698348,43.147235,Burger King,14094
6525,297 S Cascade Dr,Springville,NY,New York,-78.6903,42.501,KFC,14141
6468,833 Young St,Tonawanda,NY,New York,-78.855515,43.001995,KFC,14150
6429,1969 Elmwood Ave,Buffalo,NY,New York,-78.876333,42.951152,Checkers,14207
6302,5345 Transit Rd,Buffalo,NY,New York,-78.696713,42.991916,Burger King,14221
6351,2553 Military Rd,Niagara Falls,NY,New York,-78.983287,43.106999,Burger King,14304
6321,250 East Main St,Avon,NY,New York,-77.7351,42.9107,McDonald's,14414
6490,6375 Brockport-Spencerport Rd,Brockport,NY,New York,-77.93710741,43.19798005,Burger King,14420
6524,6500 Brockport Spencerport Rd,Brockport,NY,New York,-77.94189,43.198784,McDonald's,14420
6523,875 Fairport Rd,East Rochester,NY,New York,-77.481813,43.102842,Burger King,14445
6478,Pluit Village Lantai 4 37,Fairport,NY,New York,106.7901245,-6.116430644,Hoka Hoka Bento,14450
6502,810 Canandaigua Rd,Geneva,NY,New York,-77.01323,42.85699,Taco Bell,14456
6452,7651 State Route 96,Victor,NY,New York,-77.44022,43.02212,McDonald's,14564
6501,7457 NY State Route 96,Victor,NY,New York,-77.444075,43.006558,Taco Bell,14564
6541,925 Ridge Rd,Webster,NY,New York,-77.46552,43.20771,KFC,14580
6319,560 Lyell Ave,Rochester,NY,New York,-77.646501,43.164951,Burger King,14606
6473,1210 University Ave,Rochester,NY,New York,-77.57012,43.15169,KFC,14607
6519,3670 Mount Read Blvd,Rochester,NY,New York,-77.659057,43.225932,Subway,14616
6465,1550 Mount Hope Ave,Rochester,NY,New York,-77.61905,43.12011,Wendy's,14620
6344,625 E Ridge Rd,Rochester,NY,New York,-77.6007,43.1959,Burger King,14621
6320,2341 Ridge Rd W,Rochester,NY,New York,-77.690354,43.208938,McDonald's,14626
6491,1411 E 2nd St,Jamestown,NY,New York,-79.208555,42.113481,McDonald's,14701
6506,3007 Nys Route 417,Olean,NY,New York,-78.463864,42.076978,Burger King,14760
6363,735 Broad St,Salamanca,NY,New York,-78.74418,42.15845,McDonald's,14779
6440,881 Broad St Apt 417,Salamanca,NY,New York,-78.74814,42.15704,Burger King,14779
6474,950 State Route 36,Hornell,NY,New York,-77.6668,42.34546,McDonald's,14843
6439,40 Catherwood Road,Ithaca,NY,New York,-76.491362,42.483505,Arby's,14850
6503,372 Elmira Rd,Ithaca,NY,New York,-76.518141,42.421172,McDonald's,14850
6540,222 Elmira Rd,Ithaca,NY,New York,-76.505091,42.429756,Taco Bell,14850
6294,257 South Hamilton St,Painted Post,NY,New York,-77.106502,42.149852,Arby's,14870
6548,134 E High St,Painted Post,NY,New York,-77.0899,42.1592,Mc Donald's,14870
6504,515 E 4th St,Watkins Glen,NY,New York,-76.86444,42.38316,McDonald's,14891
6437,865 County Road 64,Elmira,NY,New York,-76.87981,42.15506,Taco Bell,14903
7630,Riego De Agua 27 27,Baden,PA,Pennsylvania,-8.398568084,43.37011238,Burger King,15005
7479,806 Rostraver Rd,Belle Vernon,PA,Pennsylvania,-79.84282,40.136482,A&W/Long John Silvers,15012
7694,1125 Washington Pike,Bridgeville,PA,Pennsylvania,-80.101457,40.369327,Wendy's,15017
7696,751 Pittsburgh Mckeesport Blvd,Dravosburg,PA,Pennsylvania,-79.89891,40.35553,Subway,15034
7428,115 Logans Ferry Rd,New Kensington,PA,Pennsylvania,-79.75692,40.55191,McDonald's,15068
7417,222 W 8th Ave,Homestead,PA,Pennsylvania,-79.9145,40.4041,KFC,15120
7635,2050 Lebanon Church Rd,West Mifflin,PA,Pennsylvania,-79.947479,40.34815,Taco Bell,15122
7687,1500 5th Ave,Mckeesport,PA,Pennsylvania,-79.84946,40.35134,Subway,15132
7577,505 Lincoln Hwy,North Versailles,PA,Pennsylvania,-79.827721,40.386958,McDonald's,15137
7648,501 Lincoln Hwy,North Versailles,PA,Pennsylvania,-79.82392103,40.38408796,McDonald's,15137
7580,5200 Baum Blvd,Pittsburgh,PA,Pennsylvania,-79.941648,40.455887,Boston Market,15224
7537,2900 Brownsville Rd,Pittsburgh,PA,Pennsylvania,-79.977038,40.382569,Burger King,15227
7579,11591 Frankstown Rd,Pittsburgh,PA,Pennsylvania,-79.8292,40.464887,McDonald's,15235
7586,210 Rodi Rd,Pittsburgh,PA,Pennsylvania,-79.82434809,40.46339696,KFC,15235
7593,208 Rodi Rd,Pittsburgh,PA,Pennsylvania,-79.82416,40.46394,Wendy's,15235
7627,7277 Saltsburg Rd,Pittsburgh,PA,Pennsylvania,-79.7881,40.4772,McDonald's,15235
7492,5130 Clairton Blvd,Pittsburgh,PA,Pennsylvania,-79.9734,40.3452,KFC,15236
7675,8600 Perry Hwy,Pittsburgh,PA,Pennsylvania,-80.039408,40.561063,Mcdonald's,15237
7571,1 Harmar Landing Dr,Pittsburgh,PA,Pennsylvania,-79.82945,40.53965,KFC,15238
7655,235 Meadowlands Blvd,Washington,PA,Pennsylvania,-80.210693,40.225303,McDonald's,15301
7676,273 E Roy Furman Hwy,Waynesburg,PA,Pennsylvania,-80.14741,39.899593,Exxon,15370
7493,1306 Memorial Blvd,Connellsville,PA,Pennsylvania,-79.5844,40.0364,KFC,15425
7548,937 N Center St,Somerset,PA,Pennsylvania,-79.0787,40.0169,McDonald's,15501
7549,109 Lewis Drive,Somerset,PA,Pennsylvania,-79.081813,40.017203,Arby's,15501
7645,937 N Center Ave,Somerset,PA,Pennsylvania,-79.07827,40.01668,McDonald's,15501
7667,179 N Plaza Access Rd,Somerset,PA,Pennsylvania,-79.04604669,39.99968067,Auntie Anne's,15501
7531,16563 Lincoln Hwy,Breezewood,PA,Pennsylvania,-78.23415,40.00037,Dairy Queen,15533
7623,6199 State Route 30,Greensburg,PA,Pennsylvania,-79.58764,40.30521,McDonald's,15601
7643,2200 Greengate Centre Cir,Greensburg,PA,Pennsylvania,-79.58104412,40.30838018,Mcdonald's - Walmart,15601
7664,1250 S Main St,Greensburg,PA,Pennsylvania,-79.5501,40.282468,Burger King,15601
7420,9526 State Route 30,Irwin,PA,Pennsylvania,-79.70007,40.32349,Dairy Queen,15642
7573,12118 Route 30,Irwin,PA,Pennsylvania,-79.7422,40.3321,McDonald's,15642
7651,Po Box 213,Latrobe,PA,Pennsylvania,-79.369538,40.287754,Burger King,15650
7589,481 Hyde Park Rd,Leechburg,PA,Pennsylvania,-79.600771,40.61833,McDonald's,15656
7480,4400 William Penn Hwy,Murrysville,PA,Pennsylvania,-79.6809,40.427,KFC,15668
7572,9 Byers Rts 119,New Stanton,PA,Pennsylvania,-79.6105,40.2178,McDonald's,15672
7633,1894 Oakland Ave,Indiana,PA,Pennsylvania,-79.1768,40.61252,Wendy's,15701
7564,224 Allegheny Boulevard,Brookville,PA,Pennsylvania,-79.097266,41.166528,Arby's,15825
7665,245 Allegheny Blvd,Brookville,PA,Pennsylvania,-79.100587,41.172706,Taco Bell,15825
7629,1791 Goucher St,Johnstown,PA,Pennsylvania,-78.9512402,40.3260278,Sheetz,15905
7628,1703 Route 228 Cranberry Commons,Cranberry Twp,PA,Pennsylvania,-80.0826,40.6861,McDonald's,16066
7542,1902 Leesburg Grove City Road,Grove City,PA,Pennsylvania,-80.158,41.1439,McDonald's,16127
7669,1925 Leesburg Grove City Rd,Grove City,PA,Pennsylvania,-80.1588,41.14342,Wendy's,16127
7660,2049 E State St,Hermitage,PA,Pennsylvania,-80.471897,41.23338,Burger King,16148
7452,817 Park Ave,Meadville,PA,Pennsylvania,-80.15157,41.6408,Burger King,16335
7511,18838 Park Avenue Plz,Meadville,PA,Pennsylvania,-80.161,41.6215,KFC,16335
7512,1060 Park Ave,Meadville,PA,Pennsylvania,-80.15443,41.63479,McDonald's,16335
7513,16830 Conneaut Lake Rd,Meadville,PA,Pennsylvania,-80.199563,41.623985,McDonald's,16335
7514,1151 Park Ave,Meadville,PA,Pennsylvania,-80.15485,41.63222,Arby's,16335
7515,1011 Park Ave,Meadville,PA,Pennsylvania,-80.15353,41.63586,Wendy's,16335
7516,16733 Conneaut Lake Rd,Meadville,PA,Pennsylvania,-80.2014,41.6226,Burger King,16335
7610,1228 Park Ave,Meadville,PA,Pennsylvania,-80.15598,41.6303,Taco Bell,16335
7647,6360 Sterrettania Rd,Fairview,PA,Pennsylvania,-80.174662,42.031504,Burger King,16415
7449,1940 Rotunda Dr,Erie,PA,Pennsylvania,-80.089066,42.05881,Five Guys,16509
7653,Route 22 Ames Plz,Huntingdon,PA,Pennsylvania,-78.01495,40.480316,Wendy's,16652
7692,9549 William Penn Hwy,Huntingdon,PA,Pennsylvania,-78.017075,40.4811,Wendy's,16652
7438,901 E Bishop St,Bellefonte,PA,Pennsylvania,-77.761727,40.914436,Burger King,16823
7624,113 E College Ave,Bellefonte,PA,Pennsylvania,-77.74635,40.86834,Woody's Sloppy Dogs,16823
7430,1800 Daisy Street Ext,Clearfield,PA,Pennsylvania,-78.41351,41.0234,Long John Silvers,16830
7439,1015 N Front St,Philipsburg,PA,Pennsylvania,-78.2321,40.9032,McDonald's,16866
7559,1580 S Main St,Mansfield,PA,Pennsylvania,-77.0714,41.77764,Wendy's,16933
7560,1672 S Main St,Mansfield,PA,Pennsylvania,-77.07171,41.77553,Arby's,16933
7561,1320 S Main St,Mansfield,PA,Pennsylvania,-77.07019,41.78134,Taco Bell,16933
7444,1176 Harrisburg Pike,Carlisle,PA,Pennsylvania,-77.1429,40.23308,McDonald's,17013
7446,1249 Harrisburg Pike,Carlisle,PA,Pennsylvania,-77.13286,40.23449,Waffle House,17013
7666,1165 Harrisburg Pike,Carlisle,PA,Pennsylvania,-77.14378,40.22956,Wendy's,17013
7431,2370 S Market St,Elizabethtown,PA,Pennsylvania,-76.564718,40.131209,Burger King,17022
7568,601 N Enola Rd,Enola,PA,Pennsylvania,-76.925332,40.305639,Wendy's,17025
7618,425 N Enola Rd,Enola,PA,Pennsylvania,-76.928024,40.30014,McDonald's,17025
7472,2 Everest Ln,Jonestown,PA,Pennsylvania,-76.5127,40.452,Wendy's,17038
7541,710 E Cumberland St,Lebanon,PA,Pennsylvania,-76.3985,40.3423,Burger King,17042
7608,201 Rocherty Rd,Lebanon,PA,Pennsylvania,-76.4238,40.3046,Five Guys,17042
7442,313 Lowther St,Lemoyne,PA,Pennsylvania,-76.888824,40.240974,KFC,17043
7447,407 S 3rd St,Lemoyne,PA,Pennsylvania,-76.88811,40.24093,Burger King,17043
7475,655 N 12th St,Lemoyne,PA,Pennsylvania,-76.913,40.2507,Taco Bell,17043
7552,221 Electric Ave,Lewistown,PA,Pennsylvania,-77.56738,40.61586,KFC,17044
7553,133 S Main St,Lewistown,PA,Pennsylvania,-77.57216,40.595399,Burger King,17044
7583,Us Hwy 522 S,Lewistown,PA,Pennsylvania,-78.1555,39.1611,McDonald's,17044
7440,5300 Carlisle Pike,Mechanicsburg,PA,Pennsylvania,-76.98073,40.2385,Burger King,17050
7441,4810 Carlisle Pike,Mechanicsburg,PA,Pennsylvania,-76.9665,40.23707,Five Guys,17050
7443,6101 Carlisle Pike,Mechanicsburg,PA,Pennsylvania,-76.993586,40.243914,Wendy's,17050
7445,5550 Carlisle Pike,Mechanicsburg,PA,Pennsylvania,-76.987116,40.240824,McDonald's,17050
7474,5235 Simpson Ferry Rd,Mechanicsburg,PA,Pennsylvania,-76.98354,40.21789,Wendy's,17050
7459,240 Cumberland Parkway,Mechanicsburg,PA,Pennsylvania,-76.982469,40.193278,Arby's,17055
7540,198 W Lincoln Ave,Myerstown,PA,Pennsylvania,-76.310539,40.377705,Hardee's,17067
7460,244 Strawberry Square,Harrisburg,PA,Pennsylvania,-76.8819,40.2608,Arby's,17101
7639,3819 Walnut St,Harrisburg,PA,Pennsylvania,-76.83191952,40.291526,KFC,17109
7652,2253 Dodson Ct,Harrisburg,PA,Pennsylvania,-76.85163,40.307953,Arby's,17110
7421,970 Norland Ave,Chambersburg,PA,Pennsylvania,-77.62872,39.94021,Chick-fil-A,17201
7422,625 Lincoln Way E,Chambersburg,PA,Pennsylvania,-77.649992,39.934121,Hardee's,17201
7426,1659 Lincoln Way East,Chambersburg,PA,Pennsylvania,-77.610269,39.924369,Arby's,17201
7467,1001 Wayne Ave,Chambersburg,PA,Pennsylvania,-77.653019,39.913871,Wendy's,17201
7468,1075 Lincoln Way E,Chambersburg,PA,Pennsylvania,-77.63899,39.93023,McDonald's,17201
7469,2891 Philadelphia Ave,Chambersburg,PA,Pennsylvania,-77.635693,39.967814,McDonald's,17201
7487,1097 Lincoln Way E,Chambersburg,PA,Pennsylvania,-77.63855,39.929928,Long John Silver's,17201
7488,1099 Wayne Ave,Chambersburg,PA,Pennsylvania,-77.64953,39.91,Arby's,17201
7576,2342 Philadelphia Ave,Chambersburg,PA,Pennsylvania,-77.63491,39.96882,Kenny's Drive-In,17201
7424,2194 Lincoln Way West,Chambersburg,PA,Pennsylvania,-77.71513,39.93047,Burger King,17202
7581,1950 Lincoln Way East,Chambersburg,PA,Pennsylvania,-77.59563,39.92084,Burger King,17202
7582,30 S Antrim Way,Greencastle,PA,Pennsylvania,-77.73131,39.79087,Hardee's,17225
7606,10830 John Wayne Dr,Greencastle,PA,Pennsylvania,-77.7121,39.7854,Subway,17225
7470,11924 Buchanan Trl W,Mercersburg,PA,Pennsylvania,-77.905648,39.835782,McDonald's,17236
7416,333 E King St,Shippensburg,PA,Pennsylvania,-77.513818,40.054057,McDonald's,17257
7423,71 S Conestoga Dr,Shippensburg,PA,Pennsylvania,-77.49657,40.06049,Wendy's,17257
7466,3 Airport Rd,Shippensburg,PA,Pennsylvania,-77.49742,40.05844,KFC,17257
7415,302 E Main St,Waynesboro,PA,Pennsylvania,-77.575475,39.754377,McDonald's,17268
7427,1617 E Main St,Waynesboro,PA,Pennsylvania,-77.55202,39.74453,Burger King,17268
7455,75 Robinhood Dr,Etters,PA,Pennsylvania,-76.819251,40.152359,Burger King,17319
7464,517 Steinwehr Ave,Gettysburg,PA,Pennsylvania,-77.236157,39.817071,McDonald's,17325
7538,539 Steinwehr Ave,Gettysburg,PA,Pennsylvania,-77.23639,39.81739,KFC,17325
7454,1170 Carlisle St,Hanover,PA,Pennsylvania,-76.9978,39.8228,KFC,17331
7456,1160 Carlisle St,Hanover,PA,Pennsylvania,-76.996353,39.821199,Burger King,17331
7539,430 N Queen St,Littlestown,PA,Pennsylvania,-77.093895,39.74966,McDonald's,17340
7567,142 S George St,York,PA,Pennsylvania,-76.726687,39.960487,McDonald's,17401
7448,4015 E Market St,York,PA,Pennsylvania,-76.638125,39.991176,McDonald's,17402
7453,2650 S Queen St,York,PA,Pennsylvania,-76.682,39.9099,KFC,17402
7529,190 Memory Ln,York,PA,Pennsylvania,-76.6815,39.977,KFC,17402
7530,2400 Mount Rose Ave,York,PA,Pennsylvania,-76.682165,39.958261,Burger King,17402
